cria;tipo_baixa;data_morte;fazenda;descricao;usuario;data_registro
"IAGO";"ABATE";"29/03/2026";"Boa Esperanca III";"Abate Maria de Jesus ";"Iomar";"09/04/2026 12:22:51"
