Fazenda;ID_Animal;Sexo;Campo1;Campo2;Campo3;Campo4
PROSPERIDADE III;4334;F;;;;
BOA ESPERANÇA III;4336;F;;;;
PROSPERIDADE II;4337;F;;;;
PROSPERIDADE II;4338;F;;;;
BARRACÃO;4339;F;;;;
MARIA DE JESUS;4340;F;;;;
BOA ESPERANÇA;4341;F;;;;
BARRACÃO;4342;F;;;;
BARRACÃO;4343;F;;;;
PROSPERIDADE II;4344;F;;;;
PROSPERIDADE II;4345;F;;;;
BARRACÃO;4346;F;;;;
PROSPERIDADE III;4347;F;;;;
BARRACÃO;4348;F;;;;
IMPERIAL II;4349;F;;;;
BARRACÃO;4350;F;;;;
PROSPERIDADE III;4352;F;;;;
BARRACÃO;4353;F;;;;
BARRACÃO;4354;F;;;;
PROSPERIDADE III;4355;F;;;;
BARRACÃO;4356;F;;;;
BARRACÃO;4357;F;;;;
BOA ESPERANÇA III;4358;F;;;;
PROSPERIDADE II;4359;F;;;;
BARRACÃO;4360;F;;;;
BOA ESPERANÇA;4361;F;;;;
PROSPERIDADE III;4362;F;;;;
IMPERIAL I;4363;F;;;;
BARRACÃO;4364;F;;;;
IMPERIAL I;4365;F;;;;
BARRACÃO;4366;F;;;;
BOA ESPERANÇA III;4367;F;;;;
BARRACÃO;4368;F;;;;
BOA ESPERANÇA III;4369;F;;;;
BOA ESPERANÇA III;4373;F;;;;
MARIA DE JESUS;4377;M;;;;
MARIA DE JESUS;4378;M;;;;
BOA ESPERANÇA III;4379;F;;;;
BOA ESPERANÇA III;4380;F;;;;
FAZENDA COROATÁ;4381;M;;;;
BARRACÃO;4383;F;;;;
BARRACÃO;4384;F;;;;
BARRACÃO;4385;F;;;;
BARRACÃO;4386;F;;;;
BARRACÃO;4387;F;;;;
BARRACÃO;4388;F;;;;
BARRACÃO;4389;F;;;;
BARRACÃO;4390;F;;;;
PROSPERIDADE II;4391;F;;;;
BARRACÃO;4392;F;;;;
PROSPERIDADE I;4393;F;;;;
BARRACÃO;4394;F;;;;
BARRACÃO;4395;F;;;;
BARRACÃO;4397;F;;;;
BARRACÃO;4398;F;;;;
BARRACÃO;4399;F;;;;
BARRACÃO;4400;F;;;;
IMPERIAL II;4401;F;;;;
BARRACÃO;4402;F;;;;
BARRACÃO;4403;F;;;;
BARRACÃO;4404;F;;;;
BOA ESPERANÇA III;4406;F;;;;
BARRACÃO;4407;F;;;;
BARRACÃO;4408;F;;;;
BARRACÃO;4409;F;;;;
BARRACÃO;4410;F;;;;
BOA ESPERANÇA;4411;F;;;;
BARRACÃO;4412;F;;;;
BARRACÃO;4413;F;;;;
BOA ESPERANÇA III;4414;F;;;;
BARRACÃO;4415;F;;;;
BARRACÃO;4416;F;;;;
BARRACÃO;4417;F;;;;
BARRACÃO;4418;F;;;;
BARRACÃO;4419;F;;;;
BARRACÃO;4420;F;;;;
BOA ESPERANÇA III;4421;F;;;;
BOA ESPERANÇA III;4422;F;;;;
BARRACÃO;4423;F;;;;
BARRACÃO;4424;F;;;;
BARRACÃO;4425;F;;;;
BARRACÃO;4426;F;;;;
BARRACÃO;4427;F;;;;
BARRACÃO;4428;F;;;;
PROSPERIDADE III;4429;F;;;;
BARRACÃO;4430;F;;;;
BOA ESPERANÇA;4431;F;;;;
PROSPERIDADE III;4432;F;;;;
BARRACÃO;4433;F;;;;
BARRACÃO;4434;F;;;;
BARRACÃO;4435;F;;;;
BARRACÃO;4436;F;;;;
PROSPERIDADE III;4437;F;;;;
BARRACÃO;4438;F;;;;
BARRACÃO;4439;F;;;;
PROSPERIDADE II;4440;F;;;;
BARRACÃO;4441;F;;;;
BARRACÃO;4442;F;;;;
BARRACÃO;4443;F;;;;
BARRACÃO;4444;F;;;;
PROSPERIDADE II;4445;F;;;;
BARRACÃO;4446;F;;;;
IMPERIAL II;4447;F;;;;
PROSPERIDADE III;4448;F;;;;
PROSPERIDADE III;4449;F;;;;
PROSPERIDADE I;4450;F;;;;
PROSPERIDADE III;4451;F;;;;
BARRACÃO;4452;F;;;;
BARRACÃO;4453;F;;;;
BARRACÃO;4454;F;;;;
BARRACÃO;4455;F;;;;
BARRACÃO;4456;F;;;;
BARRACÃO;4457;F;;;;
BARRACÃO;4458;F;;;;
BOA ESPERANÇA III;4459;F;;;;
BARRACÃO;4460;F;;;;
BARRACÃO;4461;F;;;;
BARRACÃO;4462;F;;;;
BARRACÃO;4463;F;;;;
BARRACÃO;4464;F;;;;
PROSPERIDADE II;4465;F;;;;
PROSPERIDADE III;4466;F;;;;
BARRACÃO;4467;F;;;;
IMPERIAL II;4468;F;;;;
PROSPERIDADE II;4469;F;;;;
PROSPERIDADE II;4470;F;;;;
BOA ESPERANÇA;4471;F;;;;
BOA ESPERANÇA III;4472;F;;;;
BOA ESPERANÇA III;4473;F;;;;
BARRACÃO;4474;F;;;;
IMPERIAL II;4475;F;;;;
BOA ESPERANÇA III;4476;F;;;;
MARIA DE JESUS;4477;F;;;;
PROSPERIDADE I;4483;F;;;;
PROSPERIDADE I;4484;F;;;;
BOA ESPERANÇA III;4485;F;;;;
BARRACÃO;4486;F;;;;
PROSPERIDADE III;4487;F;;;;
PROSPERIDADE III;4501;F;;;;
BOA ESPERANÇA;4551;F;;;;
BOA ESPERANÇA;4561;F;;;;
BOA ESPERANÇA;4571;F;;;;
PROSPERIDADE III;4581;F;;;;
PROSPERIDADE I;4593;F;;;;
BOA ESPERANÇA;4594;F;;;;
BOA ESPERANÇA;4595;F;;;;
PROSPERIDADE I;4600;F;;;;
IMPERIAL I;4602;F;;;;
PROSPERIDADE III;4603;F;;;;
PROSPERIDADE I;4605;F;;;;
BOA ESPERANÇA III;4611;F;;;;
PROSPERIDADE I;4612;F;;;;
PROSPERIDADE I;4616;F;;;;
PROSPERIDADE I;4617;F;;;;
PROSPERIDADE III;4621;F;;;;
PROSPERIDADE I;4623;F;;;;
PROSPERIDADE I;4625;F;;;;
PROSPERIDADE I;4627;F;;;;
PROSPERIDADE I;4628;F;;;;
PROSPERIDADE I;4629;F;;;;
MARIA DE JESUS;4631;F;;;;
PROSPERIDADE I;4633;F;;;;
PROSPERIDADE I;4635;F;;;;
PROSPERIDADE I;4637;F;;;;
PROSPERIDADE I;4638;F;;;;
PROSPERIDADE I;4639;F;;;;
PROSPERIDADE I;4640;F;;;;
BOA ESPERANÇA III;4641;F;;;;
PROSPERIDADE I;4644;F;;;;
PROSPERIDADE I;4647;F;;;;
PROSPERIDADE I;4649;F;;;;
BOA ESPERANÇA;4651;F;;;;
PROSPERIDADE I;4652;F;;;;
PROSPERIDADE I;4660;F;;;;
BARRACÃO;4661;F;;;;
PROSPERIDADE I;4664;F;;;;
PROSPERIDADE I;4667;F;;;;
PROSPERIDADE I;4668;F;;;;
BOA ESPERANÇA;4669;F;;;;
IMPERIAL II;4670;F;;;;
IMPERIAL II;4671;F;;;;
BOA ESPERANÇA;4672;F;;;;
BOA ESPERANÇA III;4673;F;;;;
BOA ESPERANÇA III;4674;F;;;;
BOA ESPERANÇA;4675;F;;;;
FAZENDA COROATÁ;4680;F;;;;
BOA ESPERANÇA;4681;F;;;;
BARRACÃO;4683;F;;;;
BOA ESPERANÇA;4688;F;;;;
BOA ESPERANÇA;4689;F;;;;
BARRACÃO;4691;F;;;;
IMPERIAL II;4701;F;;;;
BOA ESPERANÇA;4704;F;;;;
BOA ESPERANÇA;4705;F;;;;
BOA ESPERANÇA;4706;F;;;;
BOA ESPERANÇA;4707;F;;;;
PROSPERIDADE II;4709;F;;;;
BOA ESPERANÇA III;4711;F;;;;
PROSPERIDADE I;4715;F;;;;
PROSPERIDADE I;4719;F;;;;
BARRACÃO;4720;F;;;;
BARRACÃO;4721;F;;;;
BARRACÃO;4722;F;;;;
BARRACÃO;4723;F;;;;
BARRACÃO;4724;F;;;;
BARRACÃO;4725;F;;;;
BARRACÃO;4726;F;;;;
BARRACÃO;4727;F;;;;
BARRACÃO;4728;F;;;;
BARRACÃO;4729;F;;;;
BARRACÃO;4730;F;;;;
PROSPERIDADE III;4731;F;;;;
BARRACÃO;4732;F;;;;
BARRACÃO;4733;F;;;;
BARRACÃO;4734;F;;;;
BARRACÃO;4735;F;;;;
BARRACÃO;4736;F;;;;
BARRACÃO;4737;F;;;;
IMPERIAL II;4738;F;;;;
BARRACÃO;4739;F;;;;
BARRACÃO;4740;F;;;;
PROSPERIDADE III;4742;F;;;;
BARRACÃO;4743;F;;;;
BARRACÃO;4744;F;;;;
BARRACÃO;4745;F;;;;
BARRACÃO;4746;F;;;;
BARRACÃO;4747;F;;;;
BARRACÃO;4748;F;;;;
BARRACÃO;4749;F;;;;
BARRACÃO;4750;F;;;;
IMPERIAL II;4752;F;;;;
BARRACÃO;4753;F;;;;
PROSPERIDADE II;4754;F;;;;
BARRACÃO;4755;F;;;;
BARRACÃO;4756;F;;;;
PROSPERIDADE III;4757;F;;;;
BARRACÃO;4758;F;;;;
BARRACÃO;4759;F;;;;
PROSPERIDADE III;4760;F;;;;
BARRACÃO;4762;F;;;;
BARRACÃO;4763;F;;;;
BARRACÃO;4764;F;;;;
BARRACÃO;4765;F;;;;
BARRACÃO;4766;F;;;;
BARRACÃO;4767;F;;;;
BARRACÃO;4768;F;;;;
BARRACÃO;4769;F;;;;
BARRACÃO;4770;F;;;;
IMPERIAL II;4771;F;;;;
BARRACÃO;4772;F;;;;
BARRACÃO;4773;F;;;;
BARRACÃO;4774;F;;;;
BARRACÃO;4775;F;;;;
BARRACÃO;4776;F;;;;
PROSPERIDADE II;4777;F;;;;
BARRACÃO;4778;F;;;;
BARRACÃO;4779;F;;;;
PROSPERIDADE III;4780;F;;;;
BOA ESPERANÇA III;4781;F;;;;
PROSPERIDADE III;4782;F;;;;
BARRACÃO;4783;F;;;;
BARRACÃO;4784;F;;;;
BARRACÃO;4785;F;;;;
BARRACÃO;4786;F;;;;
BARRACÃO;4787;F;;;;
BARRACÃO;4788;F;;;;
BARRACÃO;4789;F;;;;
BARRACÃO;4790;F;;;;
BARRACÃO;4792;F;;;;
BARRACÃO;4793;F;;;;
BARRACÃO;4794;F;;;;
BARRACÃO;4795;F;;;;
BARRACÃO;4796;F;;;;
BARRACÃO;4797;F;;;;
BARRACÃO;4798;F;;;;
BARRACÃO;4799;F;;;;
IMPERIAL II;4800;F;;;;
BOA ESPERANÇA;4801;F;;;;
BARRACÃO;4802;F;;;;
BARRACÃO;4803;F;;;;
MARIA DE JESUS;4804;F;;;;
BARRACÃO;4805;F;;;;
BARRACÃO;4806;F;;;;
BARRACÃO;4807;F;;;;
BOA ESPERANÇA III;4808;F;;;;
PROSPERIDADE I;4809;F;;;;
BOA ESPERANÇA III;4810;F;;;;
BARRACÃO;4811;F;;;;
PROSPERIDADE I;4812;F;;;;
IMPERIAL II;4813;F;;;;
BARRACÃO;4814;F;;;;
PROSPERIDADE III;4815;F;;;;
IMPERIAL II;4816;F;;;;
BARRACÃO;4817;F;;;;
PROSPERIDADE III;4818;F;;;;
BARRACÃO;4819;F;;;;
BARRACÃO;4820;F;;;;
BOA ESPERANÇA;4821;F;;;;
BARRACÃO;4822;F;;;;
BARRACÃO;4823;F;;;;
BARRACÃO;4824;F;;;;
BARRACÃO;4825;F;;;;
PROSPERIDADE I;4826;F;;;;
BARRACÃO;4827;F;;;;
BARRACÃO;4828;F;;;;
BARRACÃO;4829;F;;;;
BARRACÃO;4830;F;;;;
BARRACÃO;4832;F;;;;
BARRACÃO;4833;F;;;;
PROSPERIDADE III;4834;F;;;;
BARRACÃO;4835;F;;;;
BARRACÃO;4836;F;;;;
PROSPERIDADE III;4837;F;;;;
PROSPERIDADE I;4838;F;;;;
BARRACÃO;4839;F;;;;
BARRACÃO;4840;F;;;;
BARRACÃO;4842;F;;;;
BARRACÃO;4843;F;;;;
PROSPERIDADE III;4844;F;;;;
BARRACÃO;4845;F;;;;
PROSPERIDADE III;4846;F;;;;
BARRACÃO;4847;F;;;;
PROSPERIDADE III;4848;F;;;;
PROSPERIDADE III;4849;F;;;;
IMPERIAL II;4850;F;;;;
PROSPERIDADE II;4851;F;;;;
BARRACÃO;4852;F;;;;
BARRACÃO;4853;F;;;;
BARRACÃO;4854;F;;;;
BARRACÃO;4855;F;;;;
BARRACÃO;4856;F;;;;
BARRACÃO;4857;F;;;;
BARRACÃO;4858;F;;;;
BARRACÃO;4859;F;;;;
BARRACÃO;4860;F;;;;
BOA ESPERANÇA;4861;F;;;;
BARRACÃO;4862;F;;;;
IMPERIAL II;4863;F;;;;
PROSPERIDADE III;4864;F;;;;
BARRACÃO;4865;F;;;;
PROSPERIDADE III;4866;F;;;;
BARRACÃO;4867;F;;;;
BARRACÃO;4868;F;;;;
PROSPERIDADE I;4869;F;;;;
BARRACÃO;4870;F;;;;
PROSPERIDADE III;4872;F;;;;
PROSPERIDADE III;4873;F;;;;
PROSPERIDADE I;4874;F;;;;
BARRACÃO;4875;F;;;;
BOA ESPERANÇA III;4876;F;;;;
BARRACÃO;4877;F;;;;
PROSPERIDADE I;4878;F;;;;
IMPERIAL II;4879;F;;;;
BARRACÃO;4880;F;;;;
BARRACÃO;4883;F;;;;
PROSPERIDADE III;4884;F;;;;
PROSPERIDADE III;4885;F;;;;
IMPERIAL I;4886;F;;;;
PROSPERIDADE III;4887;F;;;;
BARRACÃO;4888;F;;;;
BARRACÃO;4889;F;;;;
PROSPERIDADE III;4890;F;;;;
IMPERIAL II;4891;F;;;;
PROSPERIDADE I;4892;F;;;;
BARRACÃO;4893;F;;;;
PROSPERIDADE II;4894;F;;;;
BARRACÃO;4895;F;;;;
BARRACÃO;4896;F;;;;
BARRACÃO;4897;F;;;;
IMPERIAL I;4898;F;;;;
IMPERIAL I;4899;F;;;;
IMPERIAL I;4900;F;;;;
BOA ESPERANÇA III;4901;F;;;;
IMPERIAL I;4902;F;;;;
IMPERIAL I;4903;F;;;;
IMPERIAL II;4904;F;;;;
IMPERIAL I;4905;F;;;;
IMPERIAL I;4906;F;;;;
IMPERIAL II;4907;F;;;;
IMPERIAL I;4908;F;;;;
MARIA DE JESUS;4909;F;;;;
IMPERIAL I;4910;F;;;;
BOA ESPERANÇA;4911;F;;;;
IMPERIAL I;4912;F;;;;
IMPERIAL II;4913;F;;;;
IMPERIAL II;4914;F;;;;
IMPERIAL II;4915;F;;;;
IMPERIAL I;4916;F;;;;
IMPERIAL I;4917;F;;;;
IMPERIAL II;4918;F;;;;
IMPERIAL I;4920;F;;;;
IMPERIAL I;4922;F;;;;
IMPERIAL I;4923;F;;;;
IMPERIAL I;4924;F;;;;
IMPERIAL II;4925;F;;;;
IMPERIAL I;4926;F;;;;
IMPERIAL I;4927;F;;;;
IMPERIAL II;4929;F;;;;
IMPERIAL I;4930;F;;;;
BOA ESPERANÇA III;4931;F;;;;
IMPERIAL II;4932;F;;;;
IMPERIAL II;4933;F;;;;
IMPERIAL I;4934;F;;;;
IMPERIAL I;4935;F;;;;
IMPERIAL I;4937;F;;;;
IMPERIAL I;4938;F;;;;
IMPERIAL I;4939;F;;;;
IMPERIAL II;4940;F;;;;
IMPERIAL I;4942;F;;;;
IMPERIAL II;4944;F;;;;
IMPERIAL I;4945;F;;;;
IMPERIAL I;4946;F;;;;
IMPERIAL I;4947;F;;;;
IMPERIAL II;4948;F;;;;
IMPERIAL I;4950;F;;;;
IMPERIAL I;4952;F;;;;
IMPERIAL I;4953;F;;;;
IMPERIAL I;4954;F;;;;
IMPERIAL I;4955;F;;;;
IMPERIAL II;4956;F;;;;
IMPERIAL II;4957;F;;;;
IMPERIAL II;4958;F;;;;
IMPERIAL I;4959;F;;;;
IMPERIAL I;4960;F;;;;
IMPERIAL I;4962;F;;;;
IMPERIAL I;4964;F;;;;
IMPERIAL I;4965;F;;;;
IMPERIAL II;4966;F;;;;
IMPERIAL I;4967;F;;;;
IMPERIAL I;4968;F;;;;
IMPERIAL I;4969;F;;;;
IMPERIAL I;4970;F;;;;
IMPERIAL I;4971;F;;;;
IMPERIAL II;4972;F;;;;
IMPERIAL I;4973;F;;;;
IMPERIAL I;4974;F;;;;
IMPERIAL II;4975;F;;;;
IMPERIAL I;4976;F;;;;
IMPERIAL I;4977;F;;;;
IMPERIAL I;4978;F;;;;
IMPERIAL I;4979;F;;;;
IMPERIAL I;4980;F;;;;
BOA ESPERANÇA III;4981;F;;;;
IMPERIAL I;4983;F;;;;
IMPERIAL II;4984;F;;;;
IMPERIAL I;4985;F;;;;
IMPERIAL I;4987;F;;;;
IMPERIAL I;4989;F;;;;
IMPERIAL II;4990;F;;;;
IMPERIAL II;4992;F;;;;
IMPERIAL I;4993;F;;;;
IMPERIAL II;4994;F;;;;
IMPERIAL II;4995;F;;;;
IMPERIAL I;4996;F;;;;
IMPERIAL II;4997;F;;;;
IMPERIAL I;4998;F;;;;
IMPERIAL II;5002;F;;;;
IMPERIAL I;5003;F;;;;
IMPERIAL I;5004;F;;;;
IMPERIAL I;5005;F;;;;
IMPERIAL I;5007;F;;;;
IMPERIAL I;5008;F;;;;
IMPERIAL I;5009;F;;;;
IMPERIAL II;5011;F;;;;
IMPERIAL I;5013;F;;;;
IMPERIAL I;5015;F;;;;
IMPERIAL I;5016;F;;;;
IMPERIAL II;5018;F;;;;
IMPERIAL I;5019;F;;;;
IMPERIAL II;5020;F;;;;
IMPERIAL I;5021;F;;;;
PROSPERIDADE I;5022;F;;;;
IMPERIAL II;5023;F;;;;
IMPERIAL II;5024;F;;;;
IMPERIAL I;5025;F;;;;
IMPERIAL I;5026;F;;;;
IMPERIAL I;5027;F;;;;
IMPERIAL I;5028;F;;;;
IMPERIAL I;5030;F;;;;
BOA ESPERANÇA;5031;F;;;;
IMPERIAL I;5032;F;;;;
IMPERIAL I;5033;F;;;;
IMPERIAL I;5034;F;;;;
IMPERIAL II;5035;F;;;;
IMPERIAL II;5037;F;;;;
IMPERIAL I;5038;F;;;;
IMPERIAL I;5040;F;;;;
MARIA DE JESUS;5041;F;;;;
IMPERIAL I;5042;F;;;;
IMPERIAL II;5043;F;;;;
IMPERIAL I;5044;F;;;;
IMPERIAL I;5045;F;;;;
IMPERIAL II;5047;F;;;;
IMPERIAL I;5048;F;;;;
IMPERIAL I;5050;F;;;;
IMPERIAL I;5051;F;;;;
IMPERIAL I;5052;F;;;;
IMPERIAL I;5053;F;;;;
IMPERIAL II;5054;F;;;;
IMPERIAL I;5055;F;;;;
IMPERIAL II;5056;F;;;;
IMPERIAL II;5057;F;;;;
IMPERIAL II;5058;F;;;;
IMPERIAL I;5059;F;;;;
IMPERIAL II;5060;F;;;;
IMPERIAL II;5061;F;;;;
IMPERIAL I;5062;F;;;;
IMPERIAL I;5064;F;;;;
IMPERIAL I;5065;F;;;;
IMPERIAL I;5066;F;;;;
IMPERIAL I;5067;F;;;;
IMPERIAL I;5068;F;;;;
IMPERIAL I;5069;F;;;;
IMPERIAL I;5070;F;;;;
IMPERIAL II;5072;F;;;;
IMPERIAL I;5074;F;;;;
IMPERIAL I;5075;F;;;;
IMPERIAL I;5076;F;;;;
IMPERIAL II;5077;F;;;;
IMPERIAL I;5078;F;;;;
IMPERIAL I;5079;F;;;;
IMPERIAL I;5080;F;;;;
IMPERIAL II;5081;F;;;;
IMPERIAL I;5083;F;;;;
IMPERIAL I;5084;F;;;;
IMPERIAL II;5085;F;;;;
IMPERIAL I;5086;F;;;;
IMPERIAL I;5087;F;;;;
IMPERIAL I;5089;F;;;;
IMPERIAL I;5090;F;;;;
BOA ESPERANÇA;5091;F;;;;
IMPERIAL I;5092;F;;;;
IMPERIAL I;5093;F;;;;
IMPERIAL II;5094;F;;;;
IMPERIAL I;5095;F;;;;
IMPERIAL I;5096;F;;;;
IMPERIAL I;5097;F;;;;
IMPERIAL I;5098;F;;;;
IMPERIAL I;5099;F;;;;
IMPERIAL II;5100;F;;;;
IMPERIAL I;5102;F;;;;
IMPERIAL I;5103;F;;;;
IMPERIAL II;5104;F;;;;
IMPERIAL I;5105;F;;;;
IMPERIAL I;5106;F;;;;
IMPERIAL I;5107;F;;;;
IMPERIAL II;5108;F;;;;
IMPERIAL I;5109;F;;;;
IMPERIAL I;5110;F;;;;
IMPERIAL I;5112;F;;;;
IMPERIAL II;5113;F;;;;
IMPERIAL II;5114;F;;;;
IMPERIAL II;5115;F;;;;
IMPERIAL II;5116;F;;;;
IMPERIAL I;5117;F;;;;
IMPERIAL I;5118;F;;;;
IMPERIAL I;5119;F;;;;
IMPERIAL I;5120;F;;;;
IMPERIAL I;5121;F;;;;
IMPERIAL I;5123;F;;;;
IMPERIAL I;5124;F;;;;
IMPERIAL II;5125;F;;;;
IMPERIAL I;5126;F;;;;
IMPERIAL I;5127;F;;;;
IMPERIAL II;5128;F;;;;
BARRACÃO;5129;F;;;;
BOA ESPERANÇA III;5131;F;;;;
BARRACÃO;5132;F;;;;
BARRACÃO;5134;F;;;;
PROSPERIDADE I;5135;F;;;;
BARRACÃO;5139;F;;;;
IMPERIAL I;5140;F;;;;
IMPERIAL I;5143;F;;;;
PROSPERIDADE III;5144;F;;;;
BARRACÃO;5145;F;;;;
IMPERIAL I;5150;F;;;;
PROSPERIDADE I;5151;F;;;;
PROSPERIDADE I;5155;F;;;;
IMPERIAL I;5156;F;;;;
BARRACÃO;5158;F;;;;
IMPERIAL II;5159;F;;;;
BARRACÃO;5161;F;;;;
BARRACÃO;5163;F;;;;
PROSPERIDADE I;5165;F;;;;
BOA ESPERANÇA III;5171;F;;;;
IMPERIAL I;5172;F;;;;
IMPERIAL I;5173;F;;;;
PROSPERIDADE I;5177;F;;;;
PROSPERIDADE I;5178;F;;;;
BARRACÃO;5182;F;;;;
BARRACÃO;5184;F;;;;
IMPERIAL II;5191;F;;;;
BARRACÃO;5193;F;;;;
IMPERIAL I;5194;F;;;;
BARRACÃO;5195;F;;;;
BARRACÃO;5196;F;;;;
BARRACÃO;5201;F;;;;
BARRACÃO;5203;F;;;;
BARRACÃO;5205;F;;;;
BARRACÃO;5207;F;;;;
IMPERIAL I;5210;F;;;;
PROSPERIDADE I;5215;F;;;;
BARRACÃO;5217;F;;;;
PROSPERIDADE I;5218;F;;;;
BARRACÃO;5220;F;;;;
BARRACÃO;5221;F;;;;
IMPERIAL I;5223;F;;;;
IMPERIAL I;5224;F;;;;
IMPERIAL I;5227;F;;;;
IMPERIAL I;5230;F;;;;
PROSPERIDADE I;5231;F;;;;
BARRACÃO;5233;F;;;;
BARRACÃO;5235;F;;;;
BARRACÃO;5236;F;;;;
BARRACÃO;5237;F;;;;
BARRACÃO;5238;F;;;;
BARRACÃO;5239;F;;;;
PROSPERIDADE I;5240;F;;;;
BOA ESPERANÇA;5241;F;;;;
BARRACÃO;5244;F;;;;
IMPERIAL I;5245;F;;;;
BARRACÃO;5246;F;;;;
IMPERIAL I;5249;F;;;;
BARRACÃO;5252;F;;;;
BARRACÃO;5254;F;;;;
PROSPERIDADE I;5256;F;;;;
PROSPERIDADE I;5262;F;;;;
BARRACÃO;5265;F;;;;
PROSPERIDADE I;5266;F;;;;
BARRACÃO;5269;F;;;;
PROSPERIDADE III;5271;F;;;;
PROSPERIDADE I;5281;F;;;;
PROSPERIDADE I;5283;F;;;;
BARRACÃO;5285;F;;;;
BARRACÃO;5286;F;;;;
PROSPERIDADE I;5288;F;;;;
IMPERIAL I;5289;F;;;;
BARRACÃO;5290;F;;;;
PROSPERIDADE III;5292;F;;;;
BARRACÃO;5293;F;;;;
PROSPERIDADE I;5294;F;;;;
BARRACÃO;5295;F;;;;
BARRACÃO;5296;F;;;;
IMPERIAL I;5297;F;;;;
IMPERIAL II;5298;F;;;;
IMPERIAL I;5299;F;;;;
BARRACÃO;5300;F;;;;
IMPERIAL II;5301;F;;;;
BARRACÃO;5302;F;;;;
BARRACÃO;5308;F;;;;
PROSPERIDADE I;5310;F;;;;
BARRACÃO;5314;F;;;;
BARRACÃO;5317;F;;;;
BARRACÃO;5318;F;;;;
IMPERIAL I;5319;F;;;;
PROSPERIDADE I;5322;F;;;;
FAZENDA COROATÁ;5323;F;;;;
BARRACÃO;5325;F;;;;
BOA ESPERANÇA III;5326;F;;;;
BOA ESPERANÇA III;5327;F;;;;
BOA ESPERANÇA III;5328;F;;;;
MARIA DE JESUS;5329;F;;;;
PROSPERIDADE III;5330;F;;;;
BOA ESPERANÇA III;5331;F;;;;
BOA ESPERANÇA III;5332;F;;;;
BARRACÃO;5333;F;;;;
BOA ESPERANÇA III;5334;F;;;;
BOA ESPERANÇA III;5335;F;;;;
BARRACÃO;5336;F;;;;
BARRACÃO;5337;F;;;;
BOA ESPERANÇA III;5338;F;;;;
MARIA DE JESUS;5339;F;;;;
MARIA DE JESUS;5340;F;;;;
MARIA DE JESUS;5341;F;;;;
BOA ESPERANÇA III;5342;F;;;;
MARIA DE JESUS;5343;F;;;;
PROSPERIDADE III;5345;F;;;;
BARRACÃO;5346;F;;;;
BOA ESPERANÇA III;5347;F;;;;
BOA ESPERANÇA III;5348;F;;;;
BOA ESPERANÇA III;5349;F;;;;
BARRACÃO;5350;F;;;;
MARIA DE JESUS;5351;F;;;;
BARRACÃO;5352;F;;;;
MARIA DE JESUS;5353;F;;;;
PROSPERIDADE III;5354;F;;;;
BOA ESPERANÇA III;5356;F;;;;
BOA ESPERANÇA III;5357;F;;;;
PROSPERIDADE III;5358;F;;;;
MARIA DE JESUS;5359;F;;;;
PROSPERIDADE III;5360;F;;;;
MARIA DE JESUS;5361;F;;;;
PROSPERIDADE III;5362;F;;;;
PROSPERIDADE III;5363;F;;;;
BOA ESPERANÇA III;5364;F;;;;
MARIA DE JESUS;5365;F;;;;
BARRACÃO;5366;F;;;;
BOA ESPERANÇA III;5367;F;;;;
MARIA DE JESUS;5368;F;;;;
MARIA DE JESUS;5369;F;;;;
PROSPERIDADE III;5370;F;;;;
IMPERIAL II;5371;F;;;;
BOA ESPERANÇA III;5372;F;;;;
IMPERIAL II;5373;F;;;;
MARIA DE JESUS;5374;F;;;;
MARIA DE JESUS;5375;F;;;;
PROSPERIDADE III;5376;F;;;;
BOA ESPERANÇA III;5378;F;;;;
PROSPERIDADE III;5379;F;;;;
MARIA DE JESUS;5380;F;;;;
BOA ESPERANÇA;5381;F;;;;
MARIA DE JESUS;5383;F;;;;
BARRACÃO;5384;F;;;;
PROSPERIDADE III;5385;F;;;;
IMPERIAL I;5386;F;;;;
MARIA DE JESUS;5387;F;;;;
PROSPERIDADE III;5388;F;;;;
BOA ESPERANÇA III;5389;F;;;;
IMPERIAL II;5390;F;;;;
BOA ESPERANÇA;5391;F;;;;
IMPERIAL II;5392;F;;;;
BOA ESPERANÇA III;5393;F;;;;
PROSPERIDADE III;5394;F;;;;
BARRACÃO;5395;F;;;;
MARIA DE JESUS;5396;F;;;;
IMPERIAL II;5397;F;;;;
BOA ESPERANÇA III;5398;F;;;;
IMPERIAL I;5399;F;;;;
IMPERIAL I;5400;F;;;;
BOA ESPERANÇA III;5402;F;;;;
BOA ESPERANÇA III;5403;F;;;;
IMPERIAL II;5404;F;;;;
BOA ESPERANÇA III;5405;F;;;;
MARIA DE JESUS;5406;F;;;;
PROSPERIDADE III;5407;F;;;;
BARRACÃO;5408;F;;;;
PROSPERIDADE III;5409;F;;;;
BARRACÃO;5410;F;;;;
PROSPERIDADE III;5411;F;;;;
PROSPERIDADE III;5412;F;;;;
PROSPERIDADE III;5413;F;;;;
MARIA DE JESUS;5414;F;;;;
PROSPERIDADE III;5415;F;;;;
BOA ESPERANÇA III;5416;F;;;;
PROSPERIDADE III;5417;F;;;;
BARRACÃO;5418;F;;;;
PROSPERIDADE III;5419;F;;;;
BOA ESPERANÇA III;5420;F;;;;
BOA ESPERANÇA;5421;F;;;;
BARRACÃO;5422;F;;;;
PROSPERIDADE III;5423;F;;;;
BARRACÃO;5424;F;;;;
BARRACÃO;5425;F;;;;
