Fazenda;ID_Animal;Sexo;Campo1;Campo2;Campo3;Campo4
IMPERIAL II;001;F;;;;
IMPERIAL II;002;F;;;;
IMPERIAL II;003;F;;;;
IMPERIAL II;007;F;;;;
IMPERIAL II;008;F;;;;
IMPERIAL II;014;F;;;;
IMPERIAL II;016;F;;;;
MARIA DE JESUS;017;F;;;;
BARRACÃO;018;F;;;;
BOA ESPERANÇA;019;F;;;;
IMPERIAL II;021;F;;;;
IMPERIAL II;023;F;;;;
BOA ESPERANÇA III;025;F;;;;
BOA ESPERANÇA;026;F;;;;
BOA ESPERANÇA;030;F;;;;
IMPERIAL II;032;F;;;;
BOA ESPERANÇA;038;F;;;;
PROSPERIDADE II;042;F;;;;
BOA ESPERANÇA;043;F;;;;
BOA ESPERANÇA;044;F;;;;
IMPERIAL II;045;F;;;;
BOA ESPERANÇA;048;F;;;;
IMPERIAL II;056;F;;;;
BOA ESPERANÇA;063;F;;;;
PROSPERIDADE II;064;F;;;;
IMPERIAL II;065;F;;;;
IMPERIAL II;066;F;;;;
PROSPERIDADE II;071;F;;;;
IMPERIAL II;072;F;;;;
BOA ESPERANÇA;075;F;;;;
IMPERIAL II;078;F;;;;
IMPERIAL II;081;F;;;;
IMPERIAL II;082;F;;;;
IMPERIAL II;085;F;;;;
BOA ESPERANÇA;090;F;;;;
IMPERIAL II;098;F;;;;
BOA ESPERANÇA;100;F;;;;
IMPERIAL II;102;F;;;;
IMPERIAL II;103;F;;;;
IMPERIAL II;106;F;;;;
IMPERIAL II;109;F;;;;
BOA ESPERANÇA;118;F;;;;
IMPERIAL II;125;F;;;;
BOA ESPERANÇA;128;F;;;;
MARIA DE JESUS;131;F;;;;
IMPERIAL II;135;F;;;;
IMPERIAL II;138;F;;;;
IMPERIAL II;139;F;;;;
IMPERIAL II;141;F;;;;
IMPERIAL II;143;F;;;;
BOA ESPERANÇA;144;F;;;;
BARRACÃO;145;F;;;;
IMPERIAL II;146;F;;;;
IMPERIAL II;148;F;;;;
BOA ESPERANÇA;0151;F;;;;
IMPERIAL II;151;F;;;;
IMPERIAL II;153;F;;;;
IMPERIAL II;155;F;;;;
IMPERIAL II;156;F;;;;
BOA ESPERANÇA;158;F;;;;
IMPERIAL II;160;F;;;;
IMPERIAL II;161;F;;;;
PROSPERIDADE II;163;F;;;;
BOA ESPERANÇA III;164;F;;;;
BOA ESPERANÇA;172;F;;;;
BARRACÃO;173;F;;;;
IMPERIAL II;175;F;;;;
IMPERIAL II;176;F;;;;
IMPERIAL II;177;F;;;;
IMPERIAL II;178;F;;;;
BOA ESPERANÇA;182;F;;;;
IMPERIAL II;183;F;;;;
BOA ESPERANÇA;184;F;;;;
IMPERIAL II;185;F;;;;
PROSPERIDADE II;187;F;;;;
PROSPERIDADE II;189;F;;;;
IMPERIAL II;190;F;;;;
BOA ESPERANÇA III;192;F;;;;
IMPERIAL II;193;F;;;;
PROSPERIDADE II;195;F;;;;
BOA ESPERANÇA;196;F;;;;
IMPERIAL II;197;F;;;;
IMPERIAL II;198;F;;;;
IMPERIAL II;199;F;;;;
BOA ESPERANÇA;200;F;;;;
BOA ESPERANÇA;201;F;;;;
IMPERIAL II;202;F;;;;
IMPERIAL II;204;F;;;;
IMPERIAL II;205;F;;;;
IMPERIAL II;207;F;;;;
IMPERIAL II;208;F;;;;
BOA ESPERANÇA;209;F;;;;
IMPERIAL II;210;F;;;;
BOA ESPERANÇA;211;F;;;;
BOA ESPERANÇA III;213;F;;;;
BARRACÃO;214;F;;;;
IMPERIAL II;218;F;;;;
BOA ESPERANÇA III;0221;F;;;;
IMPERIAL II;221;F;;;;
PROSPERIDADE II;223;F;;;;
IMPERIAL II;225;F;;;;
IMPERIAL II;226;F;;;;
IMPERIAL II;227;F;;;;
IMPERIAL II;229;F;;;;
PROSPERIDADE II;232;F;;;;
IMPERIAL II;233;F;;;;
BOA ESPERANÇA III;234;F;;;;
BOA ESPERANÇA;238;F;;;;
BOA ESPERANÇA;240;F;;;;
IMPERIAL II;243;F;;;;
IMPERIAL II;244;F;;;;
BOA ESPERANÇA;245;F;;;;
PROSPERIDADE II;249;F;;;;
IMPERIAL II;250;F;;;;
IMPERIAL II;252;F;;;;
BOA ESPERANÇA;253;F;;;;
BOA ESPERANÇA;255;F;;;;
BOA ESPERANÇA;257;F;;;;
BOA ESPERANÇA;260;F;;;;
BARRACÃO;263;F;;;;
BOA ESPERANÇA III;264;F;;;;
BOA ESPERANÇA;265;F;;;;
IMPERIAL II;266;F;;;;
IMPERIAL II;267;F;;;;
IMPERIAL II;268;F;;;;
BOA ESPERANÇA;269;F;;;;
IMPERIAL II;271;F;;;;
BOA ESPERANÇA;272;F;;;;
PROSPERIDADE II;275;F;;;;
BOA ESPERANÇA III;277;F;;;;
IMPERIAL I;279;F;;;;
BOA ESPERANÇA;0281;F;;;;
BOA ESPERANÇA;282;F;;;;
IMPERIAL II;283;F;;;;
IMPERIAL II;284;F;;;;
IMPERIAL II;285;F;;;;
IMPERIAL II;286;F;;;;
IMPERIAL II;288;F;;;;
IMPERIAL II;289;F;;;;
IMPERIAL II;290;F;;;;
IMPERIAL II;292;F;;;;
IMPERIAL II;293;F;;;;
BOA ESPERANÇA;295;F;;;;
BOA ESPERANÇA III;296;F;;;;
PROSPERIDADE II;302;F;;;;
PROSPERIDADE III;303;F;;;;
BOA ESPERANÇA;305;F;;;;
BOA ESPERANÇA;306;F;;;;
BOA ESPERANÇA III;307;F;;;;
IMPERIAL II;308;F;;;;
IMPERIAL II;309;F;;;;
PROSPERIDADE III;310;F;;;;
BOA ESPERANÇA III;311;F;;;;
IMPERIAL I;314;F;;;;
BARRACÃO;315;F;;;;
PROSPERIDADE III;316;F;;;;
PROSPERIDADE III;317;F;;;;
BOA ESPERANÇA;318;F;;;;
BOA ESPERANÇA III;319;F;;;;
BOA ESPERANÇA;320;F;;;;
IMPERIAL II;321;F;;;;
PROSPERIDADE III;322;F;;;;
BOA ESPERANÇA;324;F;;;;
IMPERIAL II;325;F;;;;
BOA ESPERANÇA;326;F;;;;
PROSPERIDADE III;328;F;;;;
PROSPERIDADE II;329;F;;;;
PROSPERIDADE III;330;F;;;;
PROSPERIDADE III;331;F;;;;
PROSPERIDADE III;332;F;;;;
IMPERIAL II;333;F;;;;
BOA ESPERANÇA;334;F;;;;
BOA ESPERANÇA III;335;F;;;;
BOA ESPERANÇA;337;F;;;;
PROSPERIDADE III;339;F;;;;
BOA ESPERANÇA III;340;F;;;;
BOA ESPERANÇA;341;F;;;;
BOA ESPERANÇA;343;F;;;;
BARRACÃO;344;F;;;;
IMPERIAL II;345;F;;;;
BOA ESPERANÇA III;346;F;;;;
BOA ESPERANÇA III;347;F;;;;
PROSPERIDADE III;348;F;;;;
BOA ESPERANÇA III;349;F;;;;
PROSPERIDADE III;350;F;;;;
PROSPERIDADE III;351;F;;;;
PROSPERIDADE III;353;F;;;;
BOA ESPERANÇA;354;F;;;;
PROSPERIDADE III;355;F;;;;
BOA ESPERANÇA;356;F;;;;
BOA ESPERANÇA III;357;F;;;;
PROSPERIDADE III;358;F;;;;
IMPERIAL II;359;F;;;;
PROSPERIDADE II;360;F;;;;
IMPERIAL II;361;F;;;;
IMPERIAL I;362;F;;;;
IMPERIAL II;363;F;;;;
IMPERIAL II;365;F;;;;
IMPERIAL II;367;F;;;;
IMPERIAL II;368;F;;;;
BOA ESPERANÇA;370;F;;;;
PROSPERIDADE II;371;F;;;;
IMPERIAL II;373;F;;;;
BOA ESPERANÇA;374;F;;;;
IMPERIAL II;375;F;;;;
PROSPERIDADE II;376;F;;;;
BARRACÃO;377;F;;;;
BARRACÃO;381;F;;;;
PROSPERIDADE III;390;F;;;;
IMPERIAL II;0391;F;;;;
PROSPERIDADE III;391;F;;;;
BOA ESPERANÇA III;402;F;;;;
BOA ESPERANÇA III;403;F;;;;
IMPERIAL I;405;F;;;;
BOA ESPERANÇA;410;F;;;;
IMPERIAL II;0411;F;;;;
IMPERIAL II;414;F;;;;
BOA ESPERANÇA III;416;F;;;;
BOA ESPERANÇA III;417;F;;;;
BOA ESPERANÇA III;420;F;;;;
PROSPERIDADE III;427;F;;;;
PROSPERIDADE III;432;F;;;;
BOA ESPERANÇA III;433;F;;;;
IMPERIAL II;438;F;;;;
BARRACÃO;444;F;;;;
BARRACÃO;445;F;;;;
BOA ESPERANÇA III;446;F;;;;
BOA ESPERANÇA III;449;F;;;;
BOA ESPERANÇA III;451;F;;;;
IMPERIAL II;452;F;;;;
IMPERIAL II;454;F;;;;
IMPERIAL II;459;F;;;;
BOA ESPERANÇA III;460;F;;;;
BOA ESPERANÇA III;472;F;;;;
IMPERIAL II;473;F;;;;
PROSPERIDADE III;479;F;;;;
PROSPERIDADE III;481;F;;;;
IMPERIAL II;487;F;;;;
PROSPERIDADE III;488;F;;;;
IMPERIAL II;492;F;;;;
BOA ESPERANÇA;499;F;;;;
BARRACÃO;0501;F;;;;
IMPERIAL II;502;F;;;;
IMPERIAL II;505;F;;;;
BARRACÃO;506;F;;;;
BOA ESPERANÇA III;507;F;;;;
PROSPERIDADE II;0511;F;;;;
IMPERIAL II;511;F;;;;
IMPERIAL II;0512;F;;;;
BOA ESPERANÇA III;512;F;;;;
IMPERIAL II;515;F;;;;
MARIA DE JESUS;518;F;;;;
PROSPERIDADE III;519;F;;;;
PROSPERIDADE II;0521;F;;;;
BOA ESPERANÇA;523;F;;;;
BARRACÃO;526;F;;;;
IMPERIAL II;528;F;;;;
BOA ESPERANÇA III;529;F;;;;
BOA ESPERANÇA III;531;F;;;;
PROSPERIDADE III;532;F;;;;
BOA ESPERANÇA III;533;F;;;;
BOA ESPERANÇA III;536;F;;;;
BOA ESPERANÇA;0541;F;;;;
BOA ESPERANÇA;541;F;;;;
IMPERIAL II;543;F;;;;
IMPERIAL II;544;F;;;;
BOA ESPERANÇA;547;F;;;;
IMPERIAL II;548;F;;;;
BOA ESPERANÇA;552;F;;;;
BOA ESPERANÇA;558;F;;;;
IMPERIAL II;559;F;;;;
MARIA DE JESUS;560;M;;;;
PROSPERIDADE III;564;F;;;;
IMPERIAL II;565;F;;;;
BOA ESPERANÇA;568;F;;;;
BOA ESPERANÇA;570;F;;;;
BOA ESPERANÇA;0581;F;;;;
IMPERIAL II;583;F;;;;
BARRACÃO;585;F;;;;
IMPERIAL II;587;F;;;;
BOA ESPERANÇA;596;F;;;;
IMPERIAL II;597;F;;;;
BOA ESPERANÇA;598;F;;;;
BOA ESPERANÇA;603;F;;;;
IMPERIAL II;611;F;;;;
IMPERIAL II;616;F;;;;
IMPERIAL II;617;F;;;;
PROSPERIDADE II;619;F;;;;
BOA ESPERANÇA;621;F;;;;
BOA ESPERANÇA;623;F;;;;
IMPERIAL II;625;F;;;;
IMPERIAL II;628;F;;;;
BOA ESPERANÇA;633;F;;;;
IMPERIAL II;637;F;;;;
BOA ESPERANÇA;639;F;;;;
IMPERIAL II;645;F;;;;
IMPERIAL II;649;F;;;;
IMPERIAL II;653;F;;;;
IMPERIAL II;654;F;;;;
BOA ESPERANÇA;655;F;;;;
IMPERIAL II;657;F;;;;
IMPERIAL II;659;F;;;;
BOA ESPERANÇA;665;F;;;;
BOA ESPERANÇA;666;F;;;;
IMPERIAL II;668;F;;;;
IMPERIAL II;669;F;;;;
BOA ESPERANÇA;681;F;;;;
IMPERIAL II;686;F;;;;
PROSPERIDADE II;687;F;;;;
IMPERIAL II;688;F;;;;
IMPERIAL II;0691;F;;;;
IMPERIAL II;693;F;;;;
PROSPERIDADE II;694;F;;;;
BOA ESPERANÇA;697;F;;;;
BOA ESPERANÇA;699;F;;;;
IMPERIAL II;702;F;;;;
BARRACÃO;704;F;;;;
BOA ESPERANÇA;709;F;;;;
IMPERIAL II;710;F;;;;
BOA ESPERANÇA;711;F;;;;
IMPERIAL II;712;F;;;;
BOA ESPERANÇA;715;F;;;;
BOA ESPERANÇA;721;F;;;;
IMPERIAL II;722;F;;;;
PROSPERIDADE II;728;F;;;;
BOA ESPERANÇA III;729;F;;;;
BOA ESPERANÇA;730;F;;;;
BOA ESPERANÇA;732;F;;;;
IMPERIAL II;736;F;;;;
IMPERIAL II;742;F;;;;
IMPERIAL II;743;F;;;;
IMPERIAL II;748;F;;;;
IMPERIAL II;752;F;;;;
PROSPERIDADE II;754;F;;;;
IMPERIAL II;758;F;;;;
BOA ESPERANÇA;759;F;;;;
BOA ESPERANÇA;764;F;;;;
IMPERIAL II;765;F;;;;
BOA ESPERANÇA;766;F;;;;
IMPERIAL II;767;F;;;;
IMPERIAL II;771;F;;;;
BOA ESPERANÇA;772;F;;;;
IMPERIAL II;776;F;;;;
IMPERIAL II;777;F;;;;
IMPERIAL II;780;F;;;;
PROSPERIDADE II;782;F;;;;
IMPERIAL II;784;F;;;;
BOA ESPERANÇA III;791;F;;;;
BOA ESPERANÇA;792;F;;;;
BOA ESPERANÇA;794;F;;;;
IMPERIAL II;796;F;;;;
IMPERIAL II;797;F;;;;
IMPERIAL II;802;F;;;;
IMPERIAL II;805;F;;;;
IMPERIAL II;808;F;;;;
IMPERIAL II;814;F;;;;
IMPERIAL II;818;F;;;;
PROSPERIDADE II;819;F;;;;
BOA ESPERANÇA;824;F;;;;
MARIA DE JESUS;825;F;;;;
IMPERIAL II;830;F;;;;
IMPERIAL II;832;F;;;;
PROSPERIDADE II;838;F;;;;
MARIA DE JESUS;839;F;;;;
IMPERIAL II;840;F;;;;
BOA ESPERANÇA;847;F;;;;
IMPERIAL II;848;F;;;;
IMPERIAL II;850;F;;;;
IMPERIAL II;851;F;;;;
BOA ESPERANÇA;852;F;;;;
IMPERIAL II;856;F;;;;
BOA ESPERANÇA;858;F;;;;
BOA ESPERANÇA III;860;F;;;;
IMPERIAL II;0861;F;;;;
BOA ESPERANÇA;862;F;;;;
BARRACÃO;863;F;;;;
IMPERIAL II;865;F;;;;
IMPERIAL II;868;F;;;;
IMPERIAL II;869;F;;;;
BOA ESPERANÇA;0871;F;;;;
BOA ESPERANÇA III;872;F;;;;
IMPERIAL II;873;F;;;;
IMPERIAL II;874;F;;;;
IMPERIAL II;875;F;;;;
BOA ESPERANÇA;879;F;;;;
PROSPERIDADE II;881;F;;;;
PROSPERIDADE II;883;F;;;;
IMPERIAL II;884;F;;;;
IMPERIAL II;887;F;;;;
BOA ESPERANÇA;888;F;;;;
BOA ESPERANÇA;891;F;;;;
BOA ESPERANÇA;892;F;;;;
BOA ESPERANÇA III;893;F;;;;
PROSPERIDADE II;894;F;;;;
IMPERIAL II;895;F;;;;
BOA ESPERANÇA;901;F;;;;
PROSPERIDADE III;902;F;;;;
BOA ESPERANÇA;904;F;;;;
PROSPERIDADE II;907;F;;;;
PROSPERIDADE III;913;F;;;;
IMPERIAL II;914;F;;;;
PROSPERIDADE II;915;F;;;;
BOA ESPERANÇA III;916;F;;;;
IMPERIAL II;917;F;;;;
PROSPERIDADE II;920;F;;;;
BOA ESPERANÇA III;921;F;;;;
IMPERIAL II;929;F;;;;
IMPERIAL II;930;F;;;;
IMPERIAL II;931;F;;;;
IMPERIAL II;933;F;;;;
BOA ESPERANÇA;935;F;;;;
BOA ESPERANÇA;936;F;;;;
PROSPERIDADE II;937;F;;;;
IMPERIAL II;938;F;;;;
IMPERIAL II;939;F;;;;
IMPERIAL II;945;F;;;;
PROSPERIDADE II;949;F;;;;
BOA ESPERANÇA;0951;F;;;;
BOA ESPERANÇA;955;F;;;;
IMPERIAL II;958;F;;;;
BOA ESPERANÇA;959;F;;;;
IMPERIAL II;960;F;;;;
PROSPERIDADE II;962;F;;;;
BOA ESPERANÇA III;965;F;;;;
BOA ESPERANÇA III;968;F;;;;
IMPERIAL II;971;F;;;;
PROSPERIDADE II;972;F;;;;
PROSPERIDADE III;974;F;;;;
IMPERIAL II;975;F;;;;
BOA ESPERANÇA;976;F;;;;
PROSPERIDADE II;982;F;;;;
PROSPERIDADE II;984;F;;;;
IMPERIAL II;988;F;;;;
BARRACÃO;989;F;;;;
PROSPERIDADE II;990;F;;;;
IMPERIAL II;991;F;;;;
BOA ESPERANÇA;992;F;;;;
BARRACÃO;996;F;;;;
PROSPERIDADE II;998;F;;;;
IMPERIAL II;1000;F;;;;
PROSPERIDADE II;1001;F;;;;
IMPERIAL II;1003;F;;;;
PROSPERIDADE II;1004;F;;;;
IMPERIAL II;1014;F;;;;
PROSPERIDADE II;1016;F;;;;
IMPERIAL II;1018;F;;;;
IMPERIAL II;1019;F;;;;
BOA ESPERANÇA;1021;F;;;;
IMPERIAL II;1030;F;;;;
BOA ESPERANÇA;1036;F;;;;
BOA ESPERANÇA III;1037;F;;;;
PROSPERIDADE III;1038;F;;;;
IMPERIAL II;1039;F;;;;
BARRACÃO;1040;F;;;;
BOA ESPERANÇA III;1041;F;;;;
BOA ESPERANÇA III;1042;F;;;;
PROSPERIDADE II;1043;F;;;;
BOA ESPERANÇA III;1044;F;;;;
BOA ESPERANÇA III;1045;F;;;;
PROSPERIDADE III;1046;F;;;;
BARRACÃO;1047;F;;;;
MARIA DE JESUS;1049;F;;;;
PROSPERIDADE I;1050;F;;;;
BOA ESPERANÇA III;1051;F;;;;
MARIA DE JESUS;1052;F;;;;
BOA ESPERANÇA III;1053;F;;;;
BOA ESPERANÇA III;1054;F;;;;
IMPERIAL II;1055;F;;;;
PROSPERIDADE III;1056;F;;;;
PROSPERIDADE III;1058;F;;;;
PROSPERIDADE II;1059;F;;;;
PROSPERIDADE I;1060;F;;;;
BOA ESPERANÇA III;1061;F;;;;
BOA ESPERANÇA III;1062;F;;;;
PROSPERIDADE III;1063;F;;;;
BOA ESPERANÇA III;1064;F;;;;
PROSPERIDADE III;1065;F;;;;
PROSPERIDADE III;1066;F;;;;
BOA ESPERANÇA III;1067;F;;;;
PROSPERIDADE III;1068;F;;;;
BOA ESPERANÇA III;1069;F;;;;
BOA ESPERANÇA III;1070;F;;;;
PROSPERIDADE III;1071;F;;;;
BOA ESPERANÇA III;1072;F;;;;
BOA ESPERANÇA III;1073;F;;;;
PROSPERIDADE III;1075;F;;;;
PROSPERIDADE III;1076;F;;;;
BOA ESPERANÇA III;1077;F;;;;
PROSPERIDADE III;1078;F;;;;
PROSPERIDADE III;1079;F;;;;
PROSPERIDADE III;1080;F;;;;
BOA ESPERANÇA III;1081;F;;;;
BOA ESPERANÇA III;1083;F;;;;
PROSPERIDADE III;1084;F;;;;
PROSPERIDADE III;1085;F;;;;
BARRACÃO;1086;F;;;;
BOA ESPERANÇA III;1087;F;;;;
BARRACÃO;1088;F;;;;
PROSPERIDADE II;1089;F;;;;
PROSPERIDADE III;1090;F;;;;
PROSPERIDADE III;1091;F;;;;
PROSPERIDADE III;1092;F;;;;
PROSPERIDADE II;1093;F;;;;
IMPERIAL I;1094;F;;;;
IMPERIAL I;1095;F;;;;
MARIA DE JESUS;1096;F;;;;
BOA ESPERANÇA III;1097;F;;;;
PROSPERIDADE III;1098;F;;;;
BOA ESPERANÇA III;1099;F;;;;
BOA ESPERANÇA III;1100;F;;;;
PROSPERIDADE III;1101;F;;;;
IMPERIAL II;1102;F;;;;
BOA ESPERANÇA;1103;F;;;;
IMPERIAL I;1104;F;;;;
PROSPERIDADE III;1105;F;;;;
BOA ESPERANÇA III;1106;F;;;;
PROSPERIDADE III;1107;F;;;;
IMPERIAL II;1108;F;;;;
PROSPERIDADE III;1109;F;;;;
PROSPERIDADE II;1110;F;;;;
BOA ESPERANÇA III;1111;F;;;;
PROSPERIDADE I;1112;F;;;;
BARRACÃO;1113;F;;;;
IMPERIAL I;1114;F;;;;
BOA ESPERANÇA III;1115;F;;;;
PROSPERIDADE III;1116;F;;;;
IMPERIAL II;1117;F;;;;
BOA ESPERANÇA III;1118;F;;;;
PROSPERIDADE III;1119;F;;;;
BOA ESPERANÇA III;1122;F;;;;
PROSPERIDADE III;1124;F;;;;
PROSPERIDADE III;1125;F;;;;
BOA ESPERANÇA III;1126;F;;;;
PROSPERIDADE III;1127;F;;;;
PROSPERIDADE III;1128;F;;;;
BOA ESPERANÇA;1129;F;;;;
BOA ESPERANÇA III;1130;F;;;;
BOA ESPERANÇA III;1131;F;;;;
IMPERIAL II;1134;F;;;;
IMPERIAL II;1135;F;;;;
PROSPERIDADE III;1136;F;;;;
BOA ESPERANÇA;1137;F;;;;
PROSPERIDADE III;1138;F;;;;
PROSPERIDADE III;1140;F;;;;
BOA ESPERANÇA III;1141;F;;;;
BOA ESPERANÇA III;1143;F;;;;
BOA ESPERANÇA III;1144;F;;;;
BOA ESPERANÇA III;1145;F;;;;
BOA ESPERANÇA III;1146;F;;;;
IMPERIAL II;1147;F;;;;
PROSPERIDADE III;1148;F;;;;
BOA ESPERANÇA III;1149;F;;;;
BOA ESPERANÇA III;1150;F;;;;
BOA ESPERANÇA;1151;F;;;;
PROSPERIDADE III;1152;F;;;;
IMPERIAL I;1153;F;;;;
BARRACÃO;1154;F;;;;
BARRACÃO;1156;F;;;;
MARIA DE JESUS;1157;F;;;;
BOA ESPERANÇA III;1158;F;;;;
PROSPERIDADE III;1159;F;;;;
BOA ESPERANÇA III;1160;F;;;;
MARIA DE JESUS;1161;F;;;;
MARIA DE JESUS;1162;F;;;;
BOA ESPERANÇA;1163;F;;;;
BOA ESPERANÇA III;1164;F;;;;
IMPERIAL II;1167;F;;;;
BOA ESPERANÇA III;1168;F;;;;
IMPERIAL II;1169;F;;;;
BOA ESPERANÇA III;1170;F;;;;
IMPERIAL II;1171;F;;;;
BOA ESPERANÇA III;1172;F;;;;
BARRACÃO;1173;F;;;;
BOA ESPERANÇA III;1175;F;;;;
IMPERIAL II;1176;F;;;;
BOA ESPERANÇA;1177;F;;;;
BARRACÃO;1178;F;;;;
BOA ESPERANÇA;1179;F;;;;
BOA ESPERANÇA III;1180;F;;;;
BOA ESPERANÇA III;1181;F;;;;
IMPERIAL II;1182;F;;;;
BARRACÃO;1183;F;;;;
IMPERIAL II;1184;F;;;;
IMPERIAL II;1185;F;;;;
IMPERIAL II;1186;F;;;;
IMPERIAL II;1187;F;;;;
PROSPERIDADE II;1189;F;;;;
IMPERIAL II;1191;F;;;;
IMPERIAL II;1192;F;;;;
BOA ESPERANÇA;1193;F;;;;
IMPERIAL II;1194;F;;;;
BARRACÃO;1201;F;;;;
IMPERIAL II;1202;F;;;;
BARRACÃO;1203;F;;;;
IMPERIAL II;1207;F;;;;
BOA ESPERANÇA;1209;F;;;;
IMPERIAL II;1211;F;;;;
IMPERIAL II;1214;F;;;;
IMPERIAL II;1218;F;;;;
BARRACÃO;1219;F;;;;
IMPERIAL II;1221;F;;;;
BOA ESPERANÇA;1222;F;;;;
BOA ESPERANÇA;1224;F;;;;
IMPERIAL II;1227;F;;;;
IMPERIAL I;1228;F;;;;
IMPERIAL II;1229;F;;;;
BOA ESPERANÇA;1232;F;;;;
IMPERIAL II;1236;F;;;;
BOA ESPERANÇA III;1238;F;;;;
BOA ESPERANÇA;1239;F;;;;
IMPERIAL II;1240;F;;;;
IMPERIAL II;1241;F;;;;
BOA ESPERANÇA;1243;F;;;;
IMPERIAL II;1244;F;;;;
BOA ESPERANÇA;1245;F;;;;
IMPERIAL II;1246;F;;;;
BOA ESPERANÇA;1248;F;;;;
BOA ESPERANÇA;1249;F;;;;
IMPERIAL II;1250;F;;;;
IMPERIAL II;1252;F;;;;
IMPERIAL II;1253;F;;;;
PROSPERIDADE III;1254;F;;;;
IMPERIAL II;1255;F;;;;
PROSPERIDADE II;1256;F;;;;
BOA ESPERANÇA;1257;F;;;;
PROSPERIDADE II;1262;F;;;;
IMPERIAL II;1263;F;;;;
IMPERIAL II;1266;F;;;;
IMPERIAL II;1269;F;;;;
BOA ESPERANÇA III;1270;F;;;;
IMPERIAL II;1271;F;;;;
BOA ESPERANÇA;1272;F;;;;
IMPERIAL II;1274;F;;;;
BOA ESPERANÇA III;1275;F;;;;
BOA ESPERANÇA III;1277;F;;;;
BOA ESPERANÇA;1278;F;;;;
BOA ESPERANÇA;1279;F;;;;
IMPERIAL II;1282;F;;;;
BOA ESPERANÇA III;1283;F;;;;
BOA ESPERANÇA III;1284;F;;;;
BARRACÃO;1285;F;;;;
BOA ESPERANÇA;1286;F;;;;
IMPERIAL II;1287;F;;;;
BOA ESPERANÇA;1292;F;;;;
BOA ESPERANÇA;1296;F;;;;
BOA ESPERANÇA III;1299;F;;;;
BOA ESPERANÇA;1304;F;;;;
PROSPERIDADE III;1305;F;;;;
IMPERIAL II;1307;F;;;;
BOA ESPERANÇA;1308;F;;;;
BOA ESPERANÇA III;1309;F;;;;
BARRACÃO;1310;F;;;;
IMPERIAL II;1311;F;;;;
BOA ESPERANÇA III;1312;F;;;;
IMPERIAL II;1314;F;;;;
BOA ESPERANÇA III;1315;F;;;;
BARRACÃO;1316;F;;;;
BOA ESPERANÇA III;1318;F;;;;
IMPERIAL II;1319;F;;;;
BOA ESPERANÇA;1320;F;;;;
BARRACÃO;1321;F;;;;
BOA ESPERANÇA;1322;F;;;;
IMPERIAL II;1323;F;;;;
BOA ESPERANÇA;1324;F;;;;
IMPERIAL II;1325;F;;;;
BOA ESPERANÇA;1326;F;;;;
PROSPERIDADE III;1329;F;;;;
IMPERIAL II;1331;F;;;;
IMPERIAL II;1334;F;;;;
BOA ESPERANÇA;1335;F;;;;
BOA ESPERANÇA;1336;F;;;;
BOA ESPERANÇA;1337;F;;;;
BOA ESPERANÇA;1338;F;;;;
IMPERIAL II;1339;F;;;;
IMPERIAL II;1340;F;;;;
BOA ESPERANÇA;1341;F;;;;
BOA ESPERANÇA;1342;F;;;;
BOA ESPERANÇA;1343;F;;;;
BOA ESPERANÇA;1344;F;;;;
PROSPERIDADE II;1346;F;;;;
MARIA DE JESUS;1347;F;;;;
IMPERIAL I;1348;F;;;;
BOA ESPERANÇA;1349;F;;;;
MARIA DE JESUS;1352;F;;;;
BOA ESPERANÇA III;1353;F;;;;
BOA ESPERANÇA III;1354;F;;;;
BOA ESPERANÇA;1355;F;;;;
BOA ESPERANÇA;1356;F;;;;
PROSPERIDADE II;1359;F;;;;
BOA ESPERANÇA III;1361;F;;;;
BARRACÃO;1362;F;;;;
BOA ESPERANÇA;1363;F;;;;
BOA ESPERANÇA;1364;F;;;;
BOA ESPERANÇA;1366;F;;;;
BOA ESPERANÇA;1368;F;;;;
PROSPERIDADE II;1371;F;;;;
PROSPERIDADE II;1372;F;;;;
BOA ESPERANÇA;1374;F;;;;
BOA ESPERANÇA III;1375;F;;;;
BOA ESPERANÇA III;1376;F;;;;
BOA ESPERANÇA;1379;F;;;;
IMPERIAL II;1380;F;;;;
MARIA DE JESUS;1382;F;;;;
BOA ESPERANÇA;1383;F;;;;
BOA ESPERANÇA;1384;F;;;;
IMPERIAL II;1385;F;;;;
PROSPERIDADE II;1386;F;;;;
BOA ESPERANÇA;1387;F;;;;
IMPERIAL II;1389;F;;;;
IMPERIAL II;1390;F;;;;
BOA ESPERANÇA III;1391;F;;;;
BOA ESPERANÇA;1392;F;;;;
BOA ESPERANÇA III;1395;F;;;;
IMPERIAL II;1400;F;;;;
PROSPERIDADE II;1401;F;;;;
BOA ESPERANÇA;1403;F;;;;
IMPERIAL II;1405;F;;;;
IMPERIAL II;1407;F;;;;
PROSPERIDADE II;1408;F;;;;
IMPERIAL II;1409;F;;;;
BOA ESPERANÇA;1410;F;;;;
IMPERIAL II;1414;F;;;;
BOA ESPERANÇA;1415;F;;;;
BOA ESPERANÇA;1417;F;;;;
IMPERIAL II;1418;F;;;;
PROSPERIDADE II;1419;F;;;;
BOA ESPERANÇA;1420;F;;;;
BOA ESPERANÇA III;1421;F;;;;
BOA ESPERANÇA;1422;F;;;;
IMPERIAL II;1426;F;;;;
IMPERIAL II;1427;F;;;;
BOA ESPERANÇA;1428;F;;;;
